Id,Time[ns],SD card (SD mode): Raw bits,SD card (SD mode): Decoded bits,SD card (SD mode): Decoded fields,SD card (SD mode): Fields,SD card (SD mode): Commands
745,607160288.00,0,,,,
746,607160304.00,0,,,,
747,607160328.00,0,,,,
748,607160368.00,0,,,,
749,607160408.00,0,,,,
750,607160448.00,0,,,,
751,607160528.00,0,,,,
752,607160552.00,0,,,,
753,607160568.00,0,,,,
754,607160592.00,0,,,,
755,607160608.00,0,,,,
756,607160632.00,0,,,,
757,607160648.00,0,,,,
758,607160672.00,0,,,,
759,607725880.00,0,,,,
760,607725920.00,0,,,,
761,607725944.00,0,,,CRC: 0x0,
762,607725960.00,0,,,,
763,607725984.00,0,,,,
764,607726024.00,0,,,,
765,607726064.00,0,,,,
766,607726104.00,0,,,,
767,607726144.00,0,,,,
768,607726168.00,0,,,End bit,
769,607726208.00,0,,,Start bit,Response: R2
770,607726224.00,0,,,Transmission: card,
771,607726248.00,0,,,Reserved,
772,607726288.00,0,,,,
773,607726328.00,0,,,,
774,607726368.00,0,,,,
775,607726408.00,0,,,,
776,607726432.00,0,,,,
777,607726448.00,0,Manufacturer ID,CID/CSD register,Argument,
778,607726488.00,0,,,,
779,607726512.00,0,,,,
780,607726632.00,0,,,,
781,607726672.00,0,,,,
782,607726712.00,0,,,,
783,607726736.00,0,,,,
784,607726752.00,0,,,,
785,607726792.00,0,OEM/application ID,,,
786,607726816.00,0,,,,
787,607727000.00,0,,,,
788,607727016.00,0,,,,
789,607727040.00,0,,,,
790,607727080.00,0,,,,
791,607727120.00,0,,,,
792,607727160.00,0,,,,
793,607727200.00,0,,,,
794,607727240.00,0,,,,
795,607727264.00,0,,,,
796,607727280.00,0,,,,
797,607727304.00,0,,,,
798,607727344.00,0,,,,
799,607727384.00,0,,,,
800,607727424.00,0,,,,
801,607727464.00,0,Product name,,,
802,607727504.00,0,,,,
803,607727608.00,0,,,,
804,607727648.00,0,,,,
805,607727688.00,0,,,,
806,607727728.00,0,,,,
807,607727768.00,0,,,,
808,607727912.00,0,,,,
809,607728440.00,0,,,,
810,607729616.00,0,,,,
811,607729960.00,0,,,,
812,607730000.00,0,,,,
813,607730304.00,0,,,,
814,607735560.00,0,,,,
815,607735600.00,0,,,,
816,607736672.00,0,,,,
817,607739080.00,0,,,,
818,607739992.00,0,,,,
819,607740256.00,0,,,,
820,607741392.00,0,,,,
821,607743728.00,0,,,,
822,607745192.00,0,,,,
823,607745416.00,0,,,,
824,607746536.00,0,,,,
825,607749144.00,0,,,,
826,607750696.00,0,,,,
827,607751696.00,0,,,,
828,607755200.00,0,,,,
829,607757680.00,0,,,,
830,607759304.00,0,,,,
831,607763680.00,0,,,,
832,607771304.00,0,,,,
833,607771608.00,0,,,,
834,607771912.00,0,,,,
835,607772216.00,0,,,,
836,607775016.00,0,,,,
837,607777416.00,0,,,,
838,607778800.00,0,,,,
839,607781328.00,0,,,,
840,607781368.00,0,,,,
841,607782144.00,0,Product revision,,,
842,607782328.00,0,,,,
843,607782512.00,0,,,,
844,607783288.00,0,,,,
845,607783512.00,0,,,,
846,607784288.00,0,,,,
847,607785368.00,0,,,,
848,607786040.00,0,,,,
849,607786080.00,0,Product serial number,,,
850,607786264.00,0,,,,
851,607786304.00,0,,,,
852,607787160.00,0,,,,
853,607787200.00,0,,,,
854,607788888.00,0,,,,
855,607790776.00,0,,,,
856,607792176.00,0,,,,
857,607792480.00,0,,,,
858,607793392.00,0,,,,
859,607793432.00,0,,,,
860,607794992.00,0,,,,
861,607795336.00,0,,,,
862,607796752.00,0,,,,
863,607797096.00,0,,,,
864,607799096.00,0,,,,
865,607800712.00,0,,,,
866,607801440.00,0,,,,
867,607802432.00,0,,,,
868,607802472.00,0,,,,
869,607803384.00,0,,,,
870,607804824.00,0,,,,
871,607808480.00,0,,,,
872,607808744.00,0,,,,
873,607809680.00,0,,,,
874,607810352.00,0,,,,
875,607810576.00,0,,,,
876,607811208.00,0,,,,
877,607811432.00,0,,,,
878,607812104.00,0,,,,
879,607812960.00,0,,,,
880,607814960.00,0,,,,
881,607815920.00,0,Reserved,,,
882,607819912.00,0,,,,
883,607823304.00,0,,,,
884,607823568.00,0,,,,
885,607825960.00,0,Manufacturing date,,,
886,607826992.00,0,,,,
887,607838488.00,0,,,,
888,607843024.00,0,,,,
889,607844288.00,0,,,,
890,607851200.00,0,,,,
891,607851424.00,0,,,,
892,607852400.00,0,,,,
893,607855040.00,0,,,,
894,607871992.00,0,,,,
895,607872216.00,0,,,,
896,607875024.00,0,,,,
897,607875472.00,0,CRC7 checksum,,,
898,607877776.00,0,,,,
899,607878592.00,0,,,,
900,607881184.00,0,,,,
901,607881368.00,0,,,,
902,607882040.00,0,,,,
903,607882264.00,0,,,,
904,607882488.00,0,Always 1,,End bit,
905,613509680.00,0,,,Start bit,CMD0 (GO_IDLE_STATE): Reset all SD cards
906,613509720.00,1,,,Transmission: host,
907,613509744.00,0,,,Command: GO_IDLE_STATE (0),
908,613509760.00,0,,,,
909,613509784.00,0,,,,
910,613509800.00,0,,,,
911,613509824.00,0,,,,
912,613509840.00,0,,,,
913,613509864.00,0,,Stuff bits,Argument: 0x00000038,
914,613509904.00,0,,,,
915,613509928.00,0,,,,
916,613509944.00,0,,,,
917,613509968.00,0,,,,
918,613509984.00,0,,,,
919,613510008.00,0,,,,
920,613510024.00,0,,,,
921,613510048.00,0,,,,
922,613510088.00,0,,,,
923,613510128.00,0,,,,
924,613510152.00,0,,,,
925,613510168.00,0,,,,
926,613510192.00,0,,,,
927,613510232.00,0,,,,
928,613510272.00,0,,,,
929,613510312.00,0,,,,
930,613510352.00,0,,,,
931,613510376.00,0,,,,
932,613510392.00,0,,,,
933,613510416.00,0,,,,
934,613510432.00,0,,,,
935,613510456.00,0,,,,
936,613510496.00,0,,,,
937,613510560.00,0,,,,
938,613510576.00,0,,,,
939,613510600.00,1,,,,
940,613510640.00,1,,,,
941,613510680.00,1,,,,
942,613510784.00,0,,,,
943,613510824.00,0,,,,
944,613510864.00,0,,,,
945,613511008.00,0,,,CRC: 0x0,
946,617723224.00,0,,,,
947,617723264.00,0,,,,
948,617723328.00,0,,,,
949,617723368.00,0,,,,
950,617723384.00,0,,,,
951,617723408.00,0,,,,
952,617723448.00,0,,,End bit,
953,712809608.00,0,,,Start bit,CMD0 (GO_IDLE_STATE): Reset all SD cards
954,712809648.00,1,,,Transmission: host,
955,712809672.00,0,,,Command: GO_IDLE_STATE (0),
956,712809688.00,0,,,,
957,712809712.00,0,,,,
958,712809728.00,0,,,,
959,712809752.00,0,,,,
960,712809768.00,0,,,,
961,712809792.00,0,,Stuff bits,Argument: 0x01800000,
962,712809832.00,0,,,,
963,712809872.00,0,,,,
964,712809896.00,0,,,,
965,712809912.00,0,,,,
966,712809976.00,0,,,,
967,712810016.00,0,,,,
968,712810056.00,1,,,,
969,712810096.00,1,,,,
970,712810200.00,0,,,,
971,712810240.00,0,,,,
972,712810280.00,0,,,,
973,712810320.00,0,,,,
974,712810464.00,0,,,,
975,716198264.00,0,,,,
976,716198288.00,0,,,,
977,716198304.00,0,,,,
978,716198328.00,0,,,,
979,716198368.00,0,,,,
980,716198392.00,0,,,,
981,716198432.00,0,,,,
982,716198448.00,0,,,,
983,716198472.00,0,,,,
984,716198488.00,0,,,,
985,716198512.00,0,,,,
986,716198552.00,0,,,,
987,716198592.00,0,,,,
988,716198616.00,0,,,,
989,716198632.00,0,,,,
990,716198656.00,0,,,,
991,716198672.00,0,,,,
992,716198696.00,0,,,,
993,716198776.00,0,,,CRC: 0x0,
994,716198816.00,0,,,,
995,716198840.00,0,,,,
996,716198856.00,0,,,,
997,716198880.00,0,,,,
998,716198920.00,0,,,,
999,716198960.00,0,,,,
1000,716199000.00,0,,,End bit,
1001,746275856.00,0,,,Start bit,CMD56 (GEN_CMD): CMD56
1002,746275936.00,1,,,Transmission: host,
1003,746275960.00,1,,,Command: GEN_CMD (56),
1004,746275976.00,1,,,,
1005,746276000.00,1,,,,
1006,746276040.00,0,,,,
1007,746276080.00,0,,,,
1008,746276104.00,0,,,,
1009,746276120.00,0,,,Argument: 0x60000000,
1010,746276144.00,1,,,,
1011,746276160.00,1,,,,
1012,746276184.00,0,,,,
1013,746276200.00,0,,,,
1014,746276224.00,0,,,,
1015,746276264.00,0,,,,
1016,746276288.00,0,,,,
1017,746276304.00,0,,,,
1018,746276328.00,0,,,,
1019,746276344.00,0,,,,
1020,746276368.00,0,,,,
1021,746276384.00,0,,,,
1022,746276408.00,0,,,,
1023,746276448.00,0,,,,
1024,746276488.00,0,,,,
1025,746276512.00,0,,,,
1026,746276528.00,0,,,,
1027,746276552.00,0,,,,
1028,746276568.00,0,,,,
1029,746276592.00,0,,,,
1030,746276632.00,0,,,,
1031,746276672.00,0,,,,
1032,746276696.00,0,,,,
1033,746276712.00,0,,,,
1034,746276736.00,0,,,,
1035,746276752.00,0,,,,
1036,746276776.00,0,,,,
1037,746276816.00,0,,,,
1038,746276856.00,0,,,,
1039,746276896.00,0,,,,
1040,746276960.00,0,,,,
1041,746277000.00,0,,,CRC: 0x38,
1042,746277040.00,1,,,,
1043,746277080.00,1,,,,
1044,746277144.00,1,,,,
1045,746277184.00,0,,,,
1046,746277224.00,0,,,,
1047,746277328.00,0,,,,
1048,746277368.00,0,,,End bit,
1049,750888896.00,0,,,Start bit,Response: R1
1050,750888920.00,0,,,Transmission: card,
1051,750888936.00,0,,,Command: GO_IDLE_STATE (0),
1052,750888960.00,0,,,,
1053,750889000.00,0,,,,
1054,750889016.00,0,,,,
1055,750889040.00,0,,,,
1056,750889080.00,0,,,,
1057,750889120.00,0,OUT_OF_RANGE,Card status,Argument: 0x00000000,
1058,750889144.00,0,ADDRESS_ERROR,,,
1059,750889160.00,0,BLOCK_LEN_ERROR,,,
1060,750889184.00,0,ERASE_SEQ_ERROR,,,
1061,750889200.00,0,ERASE_PARAM,,,
1062,750889224.00,0,WP_VIOLATION,,,
1063,750889264.00,0,CARD_IS_LOCKED,,,
1064,750889304.00,0,LOCK_UNLOCK_FAILED,,,
1065,750889344.00,0,COM_CRC_ERROR,,,
1066,750889384.00,0,ILLEGAL_COMMAND,,,
1067,750889408.00,0,CARD_ECC_FAILED,,,
1068,750889424.00,0,CC_ERROR,,,
1069,750889448.00,0,ERROR,,,
1070,750889488.00,0,Reserved,,,
1071,750889528.00,0,Reserved for DEFERRED_RESPONSE,,,
1072,750889568.00,0,CSD_OVERWRITE,,,
1073,750889608.00,0,WP_ERASE_SKIP,,,
1074,750889632.00,0,CARD_ECC_DISABLED,,,
1075,750889648.00,0,ERASE_RESET,,,
1076,750889672.00,0,CURRENT_STATE,,,
1077,750889712.00,0,,,,
1078,750889752.00,0,,,,
1079,750889792.00,0,,,,
1080,750890016.00,0,READY_FOR_DATA,,,
1081,750890056.00,0,RSVD,,,
1082,750890096.00,0,FX_EVENT,,,
1083,750890200.00,0,APP_CMD,,,
1084,750890240.00,0,Reserved for SDIO card,,,
1085,750890280.00,0,AKE_SEQ_ERROR,,,
1086,750890320.00,0,Reserved for application specific commands,,,
1087,750890360.00,0,Reserved for manufacturer test mode,,,
1088,750890400.00,0,,,,
1089,750890424.00,0,,,CRC: 0x0,
1090,750890464.00,0,,,,
1091,750890504.00,0,,,,
1092,750890544.00,0,,,,
1093,750890624.00,0,,,,
1094,750890688.00,0,,,,
1095,750890704.00,0,,,,
1096,750890728.00,0,,,End bit,
1097,755826360.00,0,,,Start bit,CMD32 (ERASE_WR_BLK_START): CMD32
1098,755826384.00,1,,,Transmission: host,
1099,755826400.00,1,,,Command: ERASE_WR_BLK_START (32),
1100,755826424.00,0,,,,
1101,755826440.00,0,,,,
1102,755826464.00,0,,,,
1103,755826480.00,0,,,,
1104,755826504.00,0,,,,
1105,755826520.00,0,,,Argument: 0x00000010,
1106,755826544.00,0,,,,
1107,755826584.00,0,,,,
1108,755826624.00,0,,,,
1109,755826664.00,0,,,,
1110,755826704.00,0,,,,
1111,755826728.00,0,,,,
1112,755826744.00,0,,,,
1113,755826768.00,0,,,,
1114,755826784.00,0,,,,
1115,755826808.00,0,,,,
1116,755826824.00,0,,,,
1117,755826848.00,0,,,,
1118,755826864.00,0,,,,
1119,755826888.00,0,,,,
1120,755826928.00,0,,,,
1121,755826944.00,0,,,,
1122,755826968.00,0,,,,
1123,755827008.00,0,,,,
1124,755827048.00,0,,,,
1125,755827088.00,0,,,,
1126,755827128.00,0,,,,
1127,755827152.00,0,,,,
1128,755827168.00,0,,,,
1129,755827232.00,0,,,,
1130,755827248.00,0,,,,
1131,755827272.00,0,,,,
1132,755827312.00,1,,,,
1133,755827352.00,0,,,,
1134,755827392.00,0,,,,
1135,755827432.00,0,,,,
1136,755827472.00,0,,,,
1137,760518432.00,0,,,CRC: 0x0,
1138,760518472.00,0,,,,
1139,760518512.00,0,,,,
1140,760518552.00,0,,,,
1141,760518592.00,0,,,,
1142,760518616.00,0,,,,
1143,760518632.00,0,,,,
1144,760518656.00,0,,,End bit,
1145,760518696.00,0,,,Start bit,Response: R1
1146,760518712.00,0,,,Transmission: card,
1147,760518736.00,0,,,Command: GO_IDLE_STATE (0),
1148,760518776.00,0,,,,
1149,760518816.00,0,,,,
1150,760518840.00,0,,,,
1151,760518856.00,0,,,,
1152,760518880.00,0,,,,
1153,760518896.00,0,OUT_OF_RANGE,Card status,Argument: 0x00000000,
1154,760518920.00,0,ADDRESS_ERROR,,,
1155,760518960.00,0,BLOCK_LEN_ERROR,,,
1156,760519000.00,0,ERASE_SEQ_ERROR,,,
1157,760519040.00,0,ERASE_PARAM,,,
1158,760519080.00,0,WP_VIOLATION,,,
1159,760519120.00,0,CARD_IS_LOCKED,,,
1160,760519144.00,0,LOCK_UNLOCK_FAILED,,,
1161,760519184.00,0,COM_CRC_ERROR,,,
1162,760519224.00,0,ILLEGAL_COMMAND,,,
1163,760519264.00,0,CARD_ECC_FAILED,,,
1164,760519368.00,0,CC_ERROR,,,
1165,760519552.00,0,ERROR,,,
1166,760519568.00,0,Reserved,,,
1167,760519592.00,0,Reserved for DEFERRED_RESPONSE,,,
1168,760519632.00,0,CSD_OVERWRITE,,,
1169,760519672.00,0,WP_ERASE_SKIP,,,
1170,760519712.00,0,CARD_ECC_DISABLED,,,
1171,760519752.00,0,ERASE_RESET,,,
1172,760519776.00,0,CURRENT_STATE,,,
1173,760519792.00,0,,,,
1174,760519816.00,0,,,,
1175,760519856.00,0,,,,
1176,760519896.00,0,READY_FOR_DATA,,,
1177,760519936.00,0,RSVD,,,
1178,760519976.00,0,FX_EVENT,,,
1179,760520000.00,0,APP_CMD,,,
1180,760520040.00,0,Reserved for SDIO card,,,
1181,760520080.00,0,AKE_SEQ_ERROR,,,
1182,760520160.00,0,Reserved for application specific commands,,,
1183,760520240.00,0,Reserved for manufacturer test mode,,,
1184,760520264.00,0,,,,
1185,760520304.00,0,,,CRC: 0x0,
1186,760520344.00,0,,,,
1187,760520448.00,0,,,,
1188,760520464.00,0,,,,
1189,760520752.00,0,,,,
1190,760520976.00,0,,,,
1191,760523312.00,0,,,,
1192,760523352.00,0,,,End bit,
1193,852016584.00,0,,,Start bit,CMD48 (Unknown): CMD48
1194,852016600.00,1,,,Transmission: host,
1195,852016624.00,1,,,Command: Unknown (48),
1196,852016664.00,1,,,,
1197,852016704.00,0,,,,
1198,852016720.00,0,,,,
1199,852016744.00,0,,,,
1200,852016784.00,0,,,,
1201,852016824.00,0,,,Argument: 0x00000000,
1202,852016864.00,0,,,,
1203,852016888.00,0,,,,
1204,852016904.00,0,,,,
1205,852016928.00,0,,,,
1206,852016944.00,0,,,,
1207,852016968.00,0,,,,
1208,852016984.00,0,,,,
1209,852017008.00,0,,,,
1210,852017024.00,0,,,,
1211,852017048.00,0,,,,
1212,852017088.00,0,,,,
1213,852017128.00,0,,,,
1214,852017168.00,0,,,,
1215,852017208.00,0,,,,
1216,852017248.00,0,,,,
1217,852017328.00,0,,,,
1218,852017352.00,0,,,,
1219,852017368.00,0,,,,
1220,852017392.00,0,,,,
1221,852017408.00,0,,,,
1222,852017432.00,0,,,,
1223,852017472.00,0,,,,
1224,852017512.00,0,,,,
1225,852017552.00,0,,,,
1226,852017632.00,0,,,,
1227,854901704.00,0,,,,
1228,854901744.00,0,,,,
1229,854901768.00,0,,,,
1230,854901808.00,0,,,,
1231,854901824.00,0,,,,
1232,854901848.00,0,,,,
1233,854901864.00,0,,,CRC: 0x0,
1234,854901888.00,0,,,,
1235,854901928.00,0,,,,
1236,854901968.00,0,,,,
1237,854902008.00,0,,,,
1238,854902032.00,0,,,,
1239,854902048.00,0,,,,
1240,854902072.00,0,,,End bit,
1241,854902112.00,0,,,Start bit,Response: R1
1242,854902128.00,0,,,Transmission: card,
1243,854902152.00,0,,,Command: GO_IDLE_STATE (0),
1244,854902192.00,0,,,,
1245,854902232.00,0,,,,
1246,854902272.00,0,,,,
1247,854902312.00,0,,,,
1248,854902352.00,0,,,,
1249,854902376.00,0,OUT_OF_RANGE,Card status,Argument: 0x00000000,
1250,854902392.00,0,ADDRESS_ERROR,,,
1251,854902416.00,0,BLOCK_LEN_ERROR,,,
1252,854902432.00,0,ERASE_SEQ_ERROR,,,
1253,854902456.00,0,ERASE_PARAM,,,
1254,854902496.00,0,WP_VIOLATION,,,
1255,854902616.00,0,CARD_IS_LOCKED,,,
1256,854902840.00,0,LOCK_UNLOCK_FAILED,,,
1257,854902880.00,0,COM_CRC_ERROR,,,
1258,854902960.00,0,ILLEGAL_COMMAND,,,
1259,854902984.00,0,CARD_ECC_FAILED,,,
1260,854903000.00,0,CC_ERROR,,,
1261,854903024.00,0,ERROR,,,
1262,854903064.00,0,Reserved,,,
1263,854903104.00,0,Reserved for DEFERRED_RESPONSE,,,
1264,854903144.00,0,CSD_OVERWRITE,,,
1265,854903184.00,0,WP_ERASE_SKIP,,,
1266,854903224.00,0,CARD_ECC_DISABLED,,,
1267,854903264.00,0,ERASE_RESET,,,
1268,854903288.00,0,CURRENT_STATE,,,
1269,854903328.00,0,,,,
1270,854903368.00,0,,,,
1271,854903408.00,0,,,,
1272,854903488.00,0,READY_FOR_DATA,,,
1273,854903528.00,0,RSVD,,,
1274,854903552.00,0,FX_EVENT,,,
1275,854903568.00,0,APP_CMD,,,
1276,854903592.00,0,Reserved for SDIO card,,,
1277,854903632.00,0,AKE_SEQ_ERROR,,,
1278,854941440.00,0,Reserved for application specific commands,,,
1279,854941464.00,0,Reserved for manufacturer test mode,,,
1280,854941504.00,0,,,,
1281,854941544.00,0,,,CRC: 0x0,
1282,854941568.00,0,,,,
1283,854941608.00,0,,,,
1284,854941624.00,0,,,,
1285,854941648.00,0,,,,
1286,854941664.00,0,,,,
1287,854941688.00,0,,,,
1288,854941728.00,0,,,End bit,
1289,911237936.00,0,,,Start bit,CMD32 (ERASE_WR_BLK_START): CMD32
1290,911237976.00,1,,,Transmission: host,
1291,911238016.00,1,,,Command: ERASE_WR_BLK_START (32),
1292,911238040.00,0,,,,
1293,911238056.00,0,,,,
1294,911238080.00,0,,,,
1295,911238120.00,0,,,,
1296,911238160.00,0,,,,
1297,911238200.00,0,,,Argument: 0x00000000,
1298,911238240.00,0,,,,
1299,911238264.00,0,,,,
1300,911238280.00,0,,,,
1301,911238304.00,0,,,,
1302,911238320.00,0,,,,
1303,911238344.00,0,,,,
1304,911238360.00,0,,,,
1305,911238384.00,0,,,,
1306,911238424.00,0,,,,
1307,911238464.00,0,,,,
1308,911238488.00,0,,,,
1309,911238504.00,0,,,,
1310,911238528.00,0,,,,
1311,911238544.00,0,,,,
1312,911238568.00,0,,,,
1313,911238584.00,0,,,,
1314,911238608.00,0,,,,
1315,911238648.00,0,,,,
1316,911238688.00,0,,,,
1317,911238728.00,0,,,,
1318,911238792.00,0,,,,
1319,911238808.00,0,,,,
1320,911238832.00,0,,,,
1321,911238872.00,0,,,,
1322,911238912.00,0,,,,
1323,911238952.00,0,,,,
1324,911700080.00,0,,,,
1325,911700120.00,0,,,,
1326,911700160.00,0,,,,
1327,911700184.00,0,,,,
1328,911700224.00,0,,,,
1329,911700240.00,0,,,CRC: 0x0,
1330,911700264.00,0,,,,
1331,911700280.00,0,,,,
1332,911700304.00,0,,,,
1333,911700344.00,0,,,,
1334,911700384.00,0,,,,
1335,911700424.00,0,,,,
1336,911700464.00,0,,,End bit,
1337,911700504.00,0,,,Start bit,Response: R1
1338,911700528.00,0,,,Transmission: card,
1339,911700544.00,0,,,Command: GO_IDLE_STATE (0),
1340,911700568.00,0,,,,
1341,911700608.00,0,,,,
1342,911700648.00,0,,,,
1343,911700728.00,0,,,,
1344,911700768.00,0,,,,
1345,911700832.00,0,OUT_OF_RANGE,Card status,Argument: 0x00000000,
1346,911700848.00,0,ADDRESS_ERROR,,,
1347,911700872.00,0,BLOCK_LEN_ERROR,,,
1348,911700888.00,0,ERASE_SEQ_ERROR,,,
1349,911700912.00,0,ERASE_PARAM,,,
1350,911701176.00,0,WP_VIOLATION,,,
1351,911701216.00,0,CARD_IS_LOCKED,,,
1352,911701256.00,0,LOCK_UNLOCK_FAILED,,,
1353,911701296.00,0,COM_CRC_ERROR,,,
1354,911701336.00,0,ILLEGAL_COMMAND,,,
1355,911701376.00,0,CARD_ECC_FAILED,,,
1356,911701400.00,0,CC_ERROR,,,
1357,911701416.00,0,ERROR,,,
1358,911701440.00,0,Reserved,,,
1359,911701456.00,0,Reserved for DEFERRED_RESPONSE,,,
1360,911701480.00,0,CSD_OVERWRITE,,,
1361,911701520.00,0,WP_ERASE_SKIP,,,
1362,911701560.00,0,CARD_ECC_DISABLED,,,
1363,911701600.00,0,ERASE_RESET,,,
1364,911701640.00,0,CURRENT_STATE,,,
1365,911701680.00,0,,,,
1366,911701744.00,0,,,,
1367,911701784.00,0,,,,
1368,911701864.00,0,READY_FOR_DATA,,,
1369,911701904.00,0,RSVD,,,
1370,911701944.00,0,FX_EVENT,,,
1371,911701984.00,0,APP_CMD,,,
1372,911702048.00,0,Reserved for SDIO card,,,
1373,911702088.00,0,AKE_SEQ_ERROR,,,
1374,911702128.00,0,Reserved for application specific commands,,,
1375,911702392.00,0,Reserved for manufacturer test mode,,,
1376,911702920.00,0,,,,
1377,911703752.00,0,,,CRC: 0x0,
1378,911704016.00,0,,,,
1379,911704280.00,0,,,,
1380,911705072.00,0,,,,
1381,911706536.00,0,,,,
1382,911707696.00,0,,,,
1383,911708144.00,0,,,,
1384,911708368.00,0,,,End bit,
1385,952530992.00,0,,,Start bit,CMD33 (ERASE_WR_BLK_END): CMD33
1386,952531016.00,1,,,Transmission: host,
1387,952531032.00,1,,,Command: ERASE_WR_BLK_END (33),
1388,952531056.00,0,,,,
1389,952531072.00,0,,,,
1390,952531096.00,0,,,,
1391,952531112.00,0,,,,
1392,952531136.00,1,,,,
1393,952531152.00,1,,,Argument: 0x80000000,
1394,952531176.00,0,,,,
1395,952531216.00,0,,,,
1396,952531256.00,0,,,,
1397,952531296.00,0,,,,
1398,952531320.00,0,,,,
1399,952531336.00,0,,,,
1400,952531360.00,0,,,,
1401,952531376.00,0,,,,
1402,952531400.00,0,,,,
1403,952531416.00,0,,,,
1404,952531440.00,0,,,,
1405,952531456.00,0,,,,
1406,952531480.00,0,,,,
1407,952531496.00,0,,,,
1408,952531520.00,0,,,,
1409,952531536.00,0,,,,
1410,952531560.00,0,,,,
1411,952531600.00,0,,,,
1412,952531640.00,0,,,,
1413,952531680.00,0,,,,
1414,952531704.00,0,,,,
1415,952531720.00,0,,,,
1416,952531744.00,0,,,,
1417,952531760.00,0,,,,
1418,952531784.00,0,,,,
1419,952531800.00,0,,,,
1420,952531824.00,0,,,,
1421,952531864.00,0,,,,
1422,952531904.00,0,,,,
1423,952531944.00,0,,,,
1424,952531984.00,0,,,,
1425,952532008.00,0,,,CRC: 0x0,
1426,952532024.00,0,,,,
1427,952532048.00,0,,,,
1428,952532064.00,0,,,,
1429,952532088.00,0,,,,
1430,952532104.00,0,,,,
1431,952532128.00,0,,,,
1432,952890368.00,0,,,End bit,
1433,952890432.00,0,,,Start bit,Response: R1
1434,952890472.00,0,,,Transmission: card,
1435,952890512.00,0,,,Command: GO_IDLE_STATE (0),
1436,952890536.00,0,,,,
1437,952890552.00,0,,,,
1438,952890576.00,0,,,,
1439,952890592.00,0,,,,
1440,952890616.00,0,,,,
1441,952890656.00,0,OUT_OF_RANGE,Card status,Argument: 0x00000000,
1442,952890696.00,0,ADDRESS_ERROR,,,
1443,952890736.00,0,BLOCK_LEN_ERROR,,,
1444,952890760.00,0,ERASE_SEQ_ERROR,,,
1445,952890776.00,0,ERASE_PARAM,,,
1446,952890800.00,0,WP_VIOLATION,,,
1447,952890816.00,0,CARD_IS_LOCKED,,,
1448,952890840.00,0,LOCK_UNLOCK_FAILED,,,
1449,952890920.00,0,COM_CRC_ERROR,,,
1450,952891000.00,0,ILLEGAL_COMMAND,,,
1451,952891040.00,0,CARD_ECC_FAILED,,,
1452,952891144.00,0,CC_ERROR,,,
1453,952891184.00,0,ERROR,,,
1454,952891208.00,0,Reserved,,,
1455,952891288.00,0,Reserved for DEFERRED_RESPONSE,,,
1456,952891472.00,0,CSD_OVERWRITE,,,
1457,952891512.00,0,WP_ERASE_SKIP,,,
1458,952891552.00,0,CARD_ECC_DISABLED,,,
1459,952891592.00,0,ERASE_RESET,,,
1460,952891632.00,0,CURRENT_STATE,,,
1461,952891656.00,0,,,,
1462,952891672.00,0,,,,
1463,952891696.00,0,,,,
1464,952891736.00,0,READY_FOR_DATA,,,
1465,952891776.00,0,RSVD,,,
1466,952891816.00,0,FX_EVENT,,,
1467,952891856.00,0,APP_CMD,,,
1468,952891880.00,0,Reserved for SDIO card,,,
1469,952891920.00,0,AKE_SEQ_ERROR,,,
1470,952891960.00,0,Reserved for application specific commands,,,
1471,952892000.00,0,Reserved for manufacturer test mode,,,
1472,952892040.00,0,,,,
1473,952892104.00,0,,,CRC: 0x0,
1474,952892144.00,0,,,,
1475,952892184.00,0,,,,
1476,952892224.00,0,,,,
1477,952892264.00,0,,,,
1478,952892408.00,0,,,,
1479,952892592.00,0,,,,
1480,952892816.00,0,,,End bit,
1481,1028267152.00,0,,,Start bit,CMD62 (Reserved for manufacturer): CMD62
1482,1028267256.00,1,,,Transmission: host,
1483,1028267272.00,1,,,Command: Reserved for manufacturer (62),
1484,1028267296.00,1,,,,
1485,1028267312.00,1,,,,
1486,1028267336.00,1,,,,
1487,1028267352.00,1,,,,
1488,1028267376.00,0,,,,
1489,1028267392.00,0,,,Argument: 0x10000000,
1490,1028267416.00,0,,,,
1491,1028267432.00,0,,,,
1492,1028267456.00,1,,,,
1493,1028267496.00,0,,,,
1494,1028267536.00,0,,,,
1495,1028267576.00,0,,,,
1496,1028267600.00,0,,,,
1497,1028267616.00,0,,,,
1498,1028267640.00,0,,,,
1499,1028267656.00,0,,,,
1500,1028267680.00,0,,,,
1501,1028267696.00,0,,,,
1502,1028267720.00,0,,,,
1503,1028267736.00,0,,,,
1504,1028267760.00,0,,,,
1505,1028267776.00,0,,,,
1506,1028267800.00,0,,,,
1507,1028267840.00,0,,,,
1508,1028267880.00,0,,,,
1509,1028267920.00,0,,,,
1510,1028267960.00,0,,,,
1511,1028268000.00,0,,,,
1512,1028268024.00,0,,,,
1513,1028268040.00,0,,,,
1514,1028268064.00,0,,,,
1515,1028268080.00,0,,,,
1516,1028268104.00,0,,,,
1517,1028268120.00,0,,,,
1518,1028268144.00,0,,,,
1519,1028268160.00,0,,,,
1520,1028268184.00,0,,,,
1521,1028268224.00,0,,,CRC: 0x0,
1522,1028268264.00,0,,,,
1523,1028268304.00,0,,,,
1524,1028268488.00,0,,,,
1525,1028268528.00,0,,,,
1526,1028268568.00,0,,,,
1527,1028268608.00,0,,,,
